arm,t_s,device,client_ip,client_role,node,blamed_on,server_role,status,latency_ms,resteered_from,exact
zero_trust,235.954,iot3,10.0.0.3,none,srv4,srv4,none,success,94.1,,True
zero_trust,236.018,iot31,10.0.0.31,none,srv5,srv5,none,success,95.82,,True
zero_trust,236.028,iot37,10.0.0.37,flood,srv5,srv5,none,success,81.58,,True
zero_trust,236.141,iot29,10.0.0.29,none,srv2,srv2,none,success,78.9,,True
zero_trust,236.187,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.47,,False
zero_trust,236.189,iot27,10.0.0.27,none,srv2,srv2,none,success,109.99,,True
zero_trust,236.238,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.85,,True
zero_trust,236.478,iot37,10.0.0.37,flood,srv2,srv2,none,success,163.95,,False
zero_trust,236.5,iot36,10.0.0.36,none,srv5,srv5,none,success,71.62,,True
zero_trust,236.606,iot37,10.0.0.37,flood,srv2,srv2,none,abandoned,,,False
zero_trust,236.615,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.88,,False
zero_trust,236.648,iot10,10.0.0.10,none,srv4,srv4,none,success,101.45,,True
zero_trust,236.764,iot17,10.0.0.17,none,srv5,srv5,none,success,98.79,,True
zero_trust,236.772,iot18,10.0.0.18,none,srv4,srv4,none,success,99.9,,True
zero_trust,236.774,iot6,10.0.0.6,none,srv7,srv7,none,success,74.13,,True
zero_trust,236.822,iot22,10.0.0.22,none,srv2,srv2,none,success,107.14,,True
zero_trust,236.843,iot2,10.0.0.2,none,srv5,srv5,none,success,86.43,,True
zero_trust,236.847,iot33,10.0.0.33,none,srv4,srv4,none,success,86.82,,True
zero_trust,236.896,iot5,10.0.0.5,none,srv5,srv5,none,success,56.09,,True
zero_trust,236.905,iot37,10.0.0.37,flood,srv2,srv2,none,success,109.01,,False
zero_trust,236.952,iot25,10.0.0.25,none,srv4,srv4,none,success,102.61,,True
zero_trust,236.982,iot32,10.0.0.32,none,srv2,srv2,none,success,108.23,,True
zero_trust,236.993,iot37,10.0.0.37,flood,srv4,srv4,none,abandoned,,,False
zero_trust,237.025,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.71,,False
zero_trust,237.047,iot14,10.0.0.14,none,srv2,srv2,none,success,86.4,,True
zero_trust,237.088,iot28,10.0.0.28,none,srv5,srv5,none,success,94.74,,True
zero_trust,237.117,iot34,10.0.0.34,none,srv2,srv2,none,success,65.98,,True
zero_trust,237.195,iot21,10.0.0.21,none,srv2,srv2,none,success,75.19,,True
zero_trust,237.221,iot20,10.0.0.20,none,srv2,srv2,none,success,102.37,,True
zero_trust,237.3,iot19,10.0.0.19,none,srv5,srv5,none,success,71.96,,True
zero_trust,237.324,iot37,10.0.0.37,flood,srv5,srv5,none,success,71.39,,False
zero_trust,237.34,iot30,10.0.0.30,none,srv2,srv2,none,success,83.29,,True
zero_trust,237.425,iot37,10.0.0.37,flood,srv2,srv2,none,abandoned,,,False
zero_trust,237.43,iot37,10.0.0.37,flood,srv5,srv5,none,success,80.88,,False
zero_trust,237.44,iot16,10.0.0.16,none,srv2,srv2,none,success,94.55,,True
zero_trust,237.466,iot8,10.0.0.8,none,srv5,srv5,none,success,94.62,,True
zero_trust,237.504,iot15,10.0.0.15,none,srv2,srv2,none,success,86.6,,True
zero_trust,237.613,iot1,10.0.0.1,none,srv2,srv2,none,success,71.58,,True
zero_trust,237.619,iot12,10.0.0.12,none,srv7,srv7,none,success,97.9,,True
zero_trust,237.637,iot26,10.0.0.26,none,srv2,srv2,none,success,70.11,,True
zero_trust,237.709,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.0,,False
zero_trust,237.808,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.24,,False
zero_trust,237.863,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.28,,True
zero_trust,237.88,iot7,10.0.0.7,none,srv5,srv5,none,success,78.13,,True
zero_trust,237.916,iot35,10.0.0.35,none,srv5,srv5,none,success,86.45,,True
zero_trust,237.946,iot9,10.0.0.9,none,srv5,srv5,none,success,82.26,,True
zero_trust,238.019,iot13,10.0.0.13,none,srv4,srv4,none,success,102.25,,True
zero_trust,238.054,iot4,10.0.0.4,none,srv2,srv2,none,success,76.81,,True
zero_trust,238.087,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.61,,False
zero_trust,238.098,iot3,10.0.0.3,none,srv7,srv7,none,success,94.68,,True
zero_trust,238.163,iot31,10.0.0.31,none,srv5,srv5,none,success,94.77,,True
zero_trust,238.226,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.47,,False
zero_trust,238.253,iot29,10.0.0.29,none,srv7,srv7,none,success,78.19,,True
zero_trust,238.28,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.36,,True
zero_trust,238.472,iot27,10.0.0.27,none,srv2,srv2,none,success,227.49,,True
zero_trust,238.505,iot37,10.0.0.37,flood,srv7,srv7,none,success,106.44,,False
zero_trust,238.596,iot36,10.0.0.36,none,srv7,srv7,none,success,70.57,,True
zero_trust,238.604,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.05,,True
zero_trust,238.759,iot37,10.0.0.37,flood,srv7,srv7,none,success,106.58,,True
zero_trust,238.803,iot10,10.0.0.10,none,srv5,srv5,none,success,98.87,,True
zero_trust,238.878,iot6,10.0.0.6,none,srv5,srv5,none,success,74.3,,True
zero_trust,238.916,iot17,10.0.0.17,none,srv5,srv5,none,success,97.86,,True
zero_trust,238.922,iot37,10.0.0.37,flood,srv5,srv5,none,success,67.13,,False
zero_trust,238.93,iot18,10.0.0.18,none,srv7,srv7,none,success,99.28,,True
zero_trust,238.97,iot2,10.0.0.2,none,srv7,srv7,none,success,86.29,,True
zero_trust,238.975,iot33,10.0.0.33,none,srv4,srv4,none,success,85.91,,True
zero_trust,238.982,iot37,10.0.0.37,flood,srv5,srv5,none,success,68.42,,True
zero_trust,238.99,iot22,10.0.0.22,none,srv7,srv7,none,success,106.49,,True
zero_trust,239.001,iot5,10.0.0.5,none,srv2,srv2,none,success,94.01,,True
zero_trust,239.114,iot25,10.0.0.25,none,srv5,srv5,none,success,102.42,,True
zero_trust,239.122,iot11,10.0.0.11,none,srv7,srv7,none,success,72.03,,True
zero_trust,239.152,iot32,10.0.0.32,none,srv5,srv5,none,success,106.96,,True
zero_trust,239.175,iot14,10.0.0.14,none,srv4,srv4,none,success,89.38,,True
zero_trust,239.179,iot37,10.0.0.37,flood,srv7,srv7,none,success,108.62,,False
zero_trust,239.232,iot28,10.0.0.28,none,srv5,srv5,none,success,94.12,,True
zero_trust,239.245,iot34,10.0.0.34,none,srv4,srv4,none,success,106.72,,True
zero_trust,239.299,iot21,10.0.0.21,none,srv4,srv4,none,success,74.38,,True
zero_trust,239.301,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.01,,False
zero_trust,239.425,iot37,10.0.0.37,flood,srv5,srv5,none,success,139.45,,True
zero_trust,239.44,iot19,10.0.0.19,none,srv7,srv7,none,success,70.02,,True
zero_trust,239.452,iot20,10.0.0.20,none,srv5,srv5,none,success,103.44,,True
zero_trust,239.461,iot30,10.0.0.30,none,srv7,srv7,none,success,83.29,,True
zero_trust,239.572,iot16,10.0.0.16,none,srv7,srv7,none,success,83.45,,True
zero_trust,239.598,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.55,,False
zero_trust,239.61,iot8,10.0.0.8,none,srv5,srv5,none,success,94.42,,True
zero_trust,239.624,iot23,10.0.0.23,none,srv2,srv2,none,success,111.83,,True
zero_trust,239.629,iot15,10.0.0.15,none,srv4,srv4,none,success,83.2,,True
zero_trust,239.709,iot1,10.0.0.1,none,srv5,srv5,none,success,83.29,,True
zero_trust,239.719,iot37,10.0.0.37,flood,srv5,srv5,none,success,76.68,,False
zero_trust,239.769,iot26,10.0.0.26,none,srv5,srv5,none,success,107.45,,True
zero_trust,239.772,iot12,10.0.0.12,none,srv7,srv7,none,success,99.05,,True
zero_trust,239.813,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.53,,True
zero_trust,239.992,iot7,10.0.0.7,none,srv2,srv2,none,success,79.02,,True
zero_trust,240.016,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.16,,False
zero_trust,240.045,iot35,10.0.0.35,none,srv7,srv7,none,success,87.15,,True
zero_trust,240.066,iot9,10.0.0.9,none,srv6,srv6,drop,abandoned,,,False
zero_trust,240.108,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.16,,False
zero_trust,240.161,iot4,10.0.0.4,none,srv7,srv7,none,success,74.54,,True
zero_trust,240.179,iot13,10.0.0.13,none,srv7,srv7,none,success,103.39,,True
zero_trust,240.231,iot37,10.0.0.37,flood,srv7,srv7,none,success,117.08,,False
zero_trust,240.242,iot3,10.0.0.3,none,srv7,srv7,none,success,100.09,,True
zero_trust,240.308,iot31,10.0.0.31,none,srv7,srv7,none,success,54.67,,True
zero_trust,240.437,iot29,10.0.0.29,none,srv5,srv5,none,success,120.93,,True
zero_trust,240.437,iot37,10.0.0.37,flood,srv5,srv5,none,success,121.35,,False
zero_trust,240.527,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.53,,True
zero_trust,240.65,iot27,10.0.0.27,none,srv7,srv7,none,success,106.74,,True
zero_trust,240.692,iot36,10.0.0.36,none,srv4,srv4,none,success,30.61,,True
zero_trust,240.725,iot37,10.0.0.37,flood,srv2,srv2,none,success,107.15,,False
zero_trust,240.828,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.98,,False
zero_trust,240.905,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.76,,True
zero_trust,240.956,iot10,10.0.0.10,none,srv5,srv5,none,success,104.82,,True
zero_trust,240.983,iot6,10.0.0.6,none,srv5,srv5,none,success,76.33,,True
zero_trust,241.058,iot24,10.0.0.24,none,srv5,srv5,none,success,92.8,,True
zero_trust,241.068,iot17,10.0.0.17,none,srv4,srv4,none,success,98.9,,True
zero_trust,241.081,iot18,10.0.0.18,none,srv4,srv4,none,success,101.12,,True
zero_trust,241.098,iot2,10.0.0.2,none,srv5,srv5,none,success,101.98,,True
zero_trust,241.102,iot33,10.0.0.33,none,srv5,srv5,none,success,97.54,,True
zero_trust,241.144,iot37,10.0.0.37,flood,srv7,srv7,none,success,110.56,,False
zero_trust,241.145,iot5,10.0.0.5,none,srv4,srv4,none,success,98.81,,True
zero_trust,241.161,iot22,10.0.0.22,none,srv2,srv2,none,success,110.3,,True
zero_trust,241.22,iot11,10.0.0.11,none,srv4,srv4,none,success,71.35,,True
zero_trust,241.247,iot37,10.0.0.37,flood,srv7,srv7,none,success,107.39,,False
zero_trust,241.278,iot25,10.0.0.25,none,srv4,srv4,none,success,105.67,,True
zero_trust,241.306,iot14,10.0.0.14,none,srv8,srv8,onoff,success,87.57,,True
zero_trust,241.321,iot32,10.0.0.32,none,srv4,srv4,none,success,107.03,,True
zero_trust,241.323,iot37,10.0.0.37,flood,srv4,srv4,none,success,120.12,,True
zero_trust,241.482,iot21,10.0.0.21,none,srv4,srv4,none,success,115.19,,True
zero_trust,241.484,iot28,10.0.0.28,none,srv7,srv7,none,success,205.4,,True
zero_trust,241.489,iot34,10.0.0.34,none,srv4,srv4,none,success,132.94,,True
zero_trust,241.538,iot19,10.0.0.19,none,srv4,srv4,none,success,76.24,,True
zero_trust,241.567,iot37,10.0.0.37,flood,srv7,srv7,none,success,106.21,,True
zero_trust,241.586,iot30,10.0.0.30,none,srv4,srv4,none,success,88.14,,True
zero_trust,241.612,iot20,10.0.0.20,none,srv7,srv7,none,success,102.83,,True
zero_trust,241.694,iot16,10.0.0.16,none,srv2,srv2,none,success,84.14,,True
zero_trust,241.749,iot15,10.0.0.15,none,srv8,srv8,onoff,success,82.96,,True
zero_trust,241.754,iot8,10.0.0.8,none,srv7,srv7,none,success,93.94,,True
zero_trust,241.766,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.51,,False
zero_trust,241.768,iot37,10.0.0.37,flood,srv8,srv8,onoff,success,106.09,,True
zero_trust,241.797,iot23,10.0.0.23,none,srv4,srv4,none,success,106.5,,True
zero_trust,241.819,iot1,10.0.0.1,none,srv2,srv2,none,success,69.93,,True
zero_trust,241.924,iot12,10.0.0.12,none,srv2,srv2,none,success,103.07,,True
zero_trust,241.939,iot26,10.0.0.26,none,srv2,srv2,none,success,71.78,,True
zero_trust,241.986,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.88,,True
zero_trust,242.105,iot7,10.0.0.7,none,srv4,srv4,none,success,79.6,,True
zero_trust,242.173,iot35,10.0.0.35,none,srv2,srv2,none,success,87.08,,True
zero_trust,242.184,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.92,,False
zero_trust,242.185,iot37,10.0.0.37,flood,srv7,srv7,none,success,106.88,,True
zero_trust,242.266,iot4,10.0.0.4,none,srv4,srv4,none,success,34.65,,True
zero_trust,242.342,iot13,10.0.0.13,none,srv7,srv7,none,success,105.33,,True
zero_trust,242.447,iot37,10.0.0.37,flood,srv2,srv2,none,success,160.12,,True
zero_trust,242.469,iot3,10.0.0.3,none,srv2,srv2,none,success,95.33,,True
zero_trust,242.47,iot31,10.0.0.31,none,srv2,srv2,none,success,109.25,,True
zero_trust,242.52,iot29,10.0.0.29,none,srv7,srv7,none,success,78.64,,True
zero_trust,242.603,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.24,,False
zero_trust,242.604,iot37,10.0.0.37,flood,srv8,srv8,onoff,success,106.4,,True
zero_trust,242.751,iot36,10.0.0.36,none,srv4,srv4,none,success,30.92,,True
zero_trust,242.818,iot27,10.0.0.27,none,srv5,srv5,none,success,107.61,,True
zero_trust,242.876,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.24,,True
zero_trust,243.022,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.15,,False
zero_trust,243.023,iot37,10.0.0.37,flood,srv4,srv4,none,success,116.38,,True
zero_trust,243.089,iot6,10.0.0.6,none,srv4,srv4,none,success,75.99,,True
zero_trust,243.115,iot10,10.0.0.10,none,srv4,srv4,none,success,99.01,,True
zero_trust,243.198,iot24,10.0.0.24,none,srv7,srv7,none,success,91.16,,True
zero_trust,243.222,iot17,10.0.0.17,none,srv7,srv7,none,success,100.81,,True
zero_trust,243.237,iot18,10.0.0.18,none,srv5,srv5,none,success,98.96,,True
zero_trust,243.242,iot33,10.0.0.33,none,srv7,srv7,none,success,95.3,,True
zero_trust,243.244,iot2,10.0.0.2,none,srv7,srv7,none,success,102.28,,True
zero_trust,243.294,iot5,10.0.0.5,none,srv7,srv7,none,success,95.27,,True
zero_trust,243.305,iot37,10.0.0.37,flood,srv4,srv4,none,success,119.21,,False
zero_trust,243.32,iot11,10.0.0.11,none,srv7,srv7,none,success,79.81,,True
zero_trust,243.331,iot22,10.0.0.22,none,srv7,srv7,none,success,106.08,,True
zero_trust,243.494,iot37,10.0.0.37,flood,srv2,srv2,none,success,178.61,,False
zero_trust,243.495,iot37,10.0.0.37,flood,srv2,srv2,none,success,169.29,,True
zero_trust,243.512,iot14,10.0.0.14,none,srv5,srv5,none,success,91.24,,True
zero_trust,243.518,iot25,10.0.0.25,none,srv7,srv7,none,success,103.32,,True
zero_trust,243.518,iot32,10.0.0.32,none,srv5,srv5,none,success,106.47,,True
zero_trust,243.592,iot21,10.0.0.21,none,srv5,srv5,none,success,34.13,,True
zero_trust,243.632,iot28,10.0.0.28,none,srv5,srv5,none,success,94.64,,True
zero_trust,243.637,iot19,10.0.0.19,none,srv4,srv4,none,success,70.63,,True
zero_trust,243.657,iot34,10.0.0.34,none,srv5,srv5,none,success,107.06,,True
zero_trust,243.708,iot30,10.0.0.30,none,srv4,srv4,none,success,83.33,,True
zero_trust,243.773,iot20,10.0.0.20,none,srv8,srv8,onoff,success,114.18,,True
zero_trust,243.791,iot37,10.0.0.37,flood,srv2,srv2,none,success,107.45,,False
zero_trust,243.816,iot16,10.0.0.16,none,srv8,srv8,onoff,success,54.95,,True
zero_trust,243.87,iot15,10.0.0.15,none,srv5,srv5,none,success,83.05,,True
zero_trust,243.898,iot8,10.0.0.8,none,srv5,srv5,none,success,95.15,,True
zero_trust,243.915,iot1,10.0.0.1,none,srv8,srv8,onoff,success,72.48,,True
zero_trust,243.932,iot37,10.0.0.37,flood,srv5,srv5,none,success,73.12,,False
zero_trust,243.934,iot37,10.0.0.37,flood,srv4,srv4,none,success,113.78,,True
zero_trust,243.967,iot23,10.0.0.23,none,srv2,srv2,none,success,117.03,,True
zero_trust,244.074,iot26,10.0.0.26,none,srv4,srv4,none,success,108.48,,True
zero_trust,244.085,iot12,10.0.0.12,none,srv8,srv8,onoff,success,100.29,,True
zero_trust,244.213,iot37,10.0.0.37,flood,srv8,srv8,onoff,success,107.65,,False
zero_trust,244.218,iot7,10.0.0.7,none,srv2,srv2,none,success,78.72,,True
zero_trust,244.303,iot35,10.0.0.35,none,srv8,srv8,onoff,success,87.08,,True
zero_trust,244.317,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.26,,False
zero_trust,244.33,iot4,10.0.0.4,none,srv5,srv5,none,success,78.02,,True
zero_trust,244.362,iot37,10.0.0.37,flood,srv8,srv8,onoff,success,114.06,,True
zero_trust,244.504,iot13,10.0.0.13,none,srv5,srv5,none,success,67.85,,True
zero_trust,244.614,iot3,10.0.0.3,none,srv2,srv2,none,success,97.41,,True
zero_trust,244.63,iot31,10.0.0.31,none,srv7,srv7,none,success,54.34,,True
zero_trust,244.632,iot29,10.0.0.29,none,srv5,srv5,none,success,39.51,,True
zero_trust,244.635,iot37,10.0.0.37,flood,srv5,srv5,none,success,72.08,,False
zero_trust,244.73,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.96,,False
zero_trust,244.783,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.17,,True
zero_trust,244.808,iot36,10.0.0.36,none,srv7,srv7,none,success,71.01,,True
zero_trust,244.988,iot27,10.0.0.27,none,srv5,srv5,none,success,119.56,,True
zero_trust,245.016,iot37,10.0.0.37,flood,srv5,srv5,none,success,84.48,,False
zero_trust,245.108,iot37,10.0.0.37,flood,srv6,srv6,drop,abandoned,,,False
zero_trust,245.196,iot6,10.0.0.6,none,srv4,srv4,none,success,78.41,,True
zero_trust,245.202,iot37,10.0.0.37,flood,srv4,srv4,none,success,107.24,,False
zero_trust,245.268,iot10,10.0.0.10,none,srv5,srv5,none,success,98.75,,True
zero_trust,245.34,iot24,10.0.0.24,none,srv7,srv7,none,success,94.44,,True
zero_trust,245.507,iot37,10.0.0.37,flood,srv7,srv7,none,success,221.79,,False
zero_trust,245.507,iot17,10.0.0.17,none,srv7,srv7,none,success,238.89,,True
zero_trust,245.518,iot33,10.0.0.33,none,srv4,srv4,none,success,91.93,,True
zero_trust,245.522,iot11,10.0.0.11,none,srv2,srv2,none,success,73.43,,True
zero_trust,245.527,iot18,10.0.0.18,none,srv7,srv7,none,success,107.71,,True
zero_trust,245.529,iot2,10.0.0.2,none,srv2,srv2,none,success,47.52,,True
zero_trust,245.534,iot5,10.0.0.5,none,srv2,srv2,none,success,112.11,,True
zero_trust,245.541,iot22,10.0.0.22,none,srv2,srv2,none,success,114.73,,True
zero_trust,245.625,iot37,10.0.0.37,flood,srv5,srv5,none,success,67.24,,True
zero_trust,245.641,iot14,10.0.0.14,none,srv4,srv4,none,success,88.48,,True
zero_trust,245.657,iot21,10.0.0.21,none,srv2,srv2,none,success,79.48,,True
zero_trust,245.679,iot25,10.0.0.25,none,srv2,srv2,none,success,111.93,,True
zero_trust,245.686,iot32,10.0.0.32,none,srv5,srv5,none,success,116.86,,True
zero_trust,245.735,iot19,10.0.0.19,none,srv5,srv5,none,success,70.38,,True
zero_trust,245.778,iot28,10.0.0.28,none,srv2,srv2,none,success,101.73,,True
zero_trust,245.826,iot34,10.0.0.34,none,srv4,srv4,none,success,106.06,,True
zero_trust,245.839,iot30,10.0.0.30,none,srv2,srv2,none,success,91.45,,True
zero_trust,245.908,iot16,10.0.0.16,none,srv1,srv1,grayhole,success,82.81,,True
zero_trust,245.945,iot20,10.0.0.20,none,srv5,srv5,none,success,103.3,,True
zero_trust,245.945,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.6,,False
zero_trust,245.993,iot15,10.0.0.15,none,srv4,srv4,none,success,82.41,,True
zero_trust,246.006,iot37,10.0.0.37,flood,srv2,srv2,none,success,113.76,,True
zero_trust,246.014,iot1,10.0.0.1,none,srv2,srv2,none,success,87.5,,True
zero_trust,246.046,iot8,10.0.0.8,none,srv4,srv4,none,success,101.41,,True
zero_trust,246.071,iot9,10.0.0.9,none,srv5,srv5,none,success,82.99,,True
zero_trust,246.146,iot23,10.0.0.23,none,srv2,srv2,none,success,106.72,,True
zero_trust,246.239,iot12,10.0.0.12,none,srv5,srv5,none,success,100.91,,True
zero_trust,246.246,iot26,10.0.0.26,none,srv5,srv5,none,success,115.23,,True
zero_trust,246.326,iot37,10.0.0.37,flood,srv7,srv7,none,success,108.93,,False
zero_trust,246.331,iot7,10.0.0.7,none,srv1,srv1,grayhole,success,80.89,,True
zero_trust,246.449,iot37,10.0.0.37,flood,srv5,srv5,none,success,86.5,,True
zero_trust,246.464,iot4,10.0.0.4,none,srv5,srv5,none,success,77.78,,True
zero_trust,246.471,iot35,10.0.0.35,none,srv7,srv1,grayhole,timeout,4042.74,srv1,False
zero_trust,246.629,iot13,10.0.0.13,none,srv7,srv7,none,success,103.23,,True
zero_trust,246.705,iot29,10.0.0.29,none,srv4,srv4,none,success,82.61,,True
zero_trust,246.734,iot31,10.0.0.31,none,srv5,srv5,none,success,97.97,,True
zero_trust,246.744,iot37,10.0.0.37,flood,srv5,srv5,none,success,69.55,,False
zero_trust,246.764,iot3,10.0.0.3,none,srv2,srv2,none,success,99.87,,True
zero_trust,246.83,iot37,10.0.0.37,flood,srv1,srv1,grayhole,success,115.2,,True
zero_trust,246.904,iot36,10.0.0.36,none,srv2,srv2,none,success,77.83,,True
zero_trust,247.125,iot37,10.0.0.37,flood,srv4,srv4,none,success,108.26,,False
zero_trust,247.169,iot27,10.0.0.27,none,srv4,srv4,none,success,107.89,,True
zero_trust,247.257,iot37,10.0.0.37,flood,srv4,srv4,none,success,108.51,,True
zero_trust,247.304,iot6,10.0.0.6,none,srv2,srv2,none,success,77.82,,True
zero_trust,247.529,iot24,10.0.0.24,none,srv4,srv4,none,success,92.92,,True
zero_trust,247.534,iot10,10.0.0.10,none,srv2,srv2,none,success,61.26,,True
zero_trust,247.547,iot37,10.0.0.37,flood,srv2,srv2,none,success,106.34,,True
zero_trust,247.62,iot2,10.0.0.2,none,srv2,srv2,none,success,49.79,,True
zero_trust,247.621,iot11,10.0.0.11,none,srv7,srv7,none,success,72.99,,True
zero_trust,247.652,iot33,10.0.0.33,none,srv4,srv4,none,success,92.06,,True
zero_trust,247.669,iot17,10.0.0.17,none,srv4,srv4,none,success,99.74,,True
zero_trust,247.689,iot18,10.0.0.18,none,srv2,srv2,none,success,59.52,,True
zero_trust,247.697,iot5,10.0.0.5,none,srv7,srv7,none,success,95.13,,True
zero_trust,247.73,iot22,10.0.0.22,none,srv2,srv2,none,success,112.39,,True
zero_trust,247.73,iot37,10.0.0.37,flood,srv7,srv7,none,success,113.44,,True
zero_trust,247.773,iot21,10.0.0.21,none,srv7,srv7,none,success,79.23,,True
zero_trust,247.782,iot14,10.0.0.14,none,srv4,srv4,none,success,90.89,,True
zero_trust,247.832,iot19,10.0.0.19,none,srv7,srv7,none,success,73.12,,True
zero_trust,247.848,iot25,10.0.0.25,none,srv2,srv2,none,success,103.21,,True
zero_trust,247.865,iot32,10.0.0.32,none,srv7,srv7,none,success,108.76,,True
zero_trust,247.935,iot28,10.0.0.28,none,srv4,srv4,none,success,57.56,,True
zero_trust,247.961,iot30,10.0.0.30,none,srv4,srv4,none,success,85.45,,True
zero_trust,247.97,iot37,10.0.0.37,flood,srv7,srv7,none,success,114.42,,True
zero_trust,247.994,iot34,10.0.0.34,none,srv7,srv7,none,success,109.89,,True
zero_trust,248.029,iot16,10.0.0.16,none,srv4,srv4,none,success,85.5,,True
zero_trust,248.106,iot20,10.0.0.20,none,srv2,srv2,none,success,106.02,,True
zero_trust,248.113,iot15,10.0.0.15,none,srv4,srv4,none,success,92.62,,True
zero_trust,248.128,iot1,10.0.0.1,none,srv4,srv4,none,success,78.74,,True
zero_trust,248.151,iot37,10.0.0.37,flood,srv4,srv4,none,success,108.91,,True
zero_trust,248.193,iot9,10.0.0.9,none,srv4,srv4,none,success,84.76,,True
zero_trust,248.195,iot8,10.0.0.8,none,srv2,srv2,none,success,101.68,,True
zero_trust,248.315,iot23,10.0.0.23,none,srv4,srv4,none,success,106.92,,True
zero_trust,248.48,iot37,10.0.0.37,flood,srv7,srv7,none,success,207.23,,False
zero_trust,248.495,iot12,10.0.0.12,none,srv5,srv5,none,success,129.58,,True
zero_trust,248.496,iot7,10.0.0.7,none,srv4,srv4,none,success,119.83,,True
zero_trust,248.496,iot26,10.0.0.26,none,srv5,srv5,none,success,135.79,,True
zero_trust,248.57,iot37,10.0.0.37,flood,srv7,srv7,none,success,115.07,,True
zero_trust,248.58,iot4,10.0.0.4,none,srv4,srv4,none,success,41.49,,True
zero_trust,248.793,iot13,10.0.0.13,none,srv2,srv2,none,success,107.53,,True
zero_trust,248.822,iot29,10.0.0.29,none,srv4,srv4,none,success,81.46,,True
zero_trust,248.884,iot31,10.0.0.31,none,srv4,srv4,none,success,95.33,,True
zero_trust,248.913,iot37,10.0.0.37,flood,srv4,srv4,none,success,121.3,,False
zero_trust,248.915,iot3,10.0.0.3,none,srv4,srv4,none,success,104.08,,True
zero_trust,248.998,iot37,10.0.0.37,flood,srv7,srv7,none,success,108.12,,True
zero_trust,249.01,iot36,10.0.0.36,none,srv2,srv2,none,success,71.2,,True
zero_trust,249.34,iot27,10.0.0.27,none,srv2,srv2,none,success,117.8,,True
zero_trust,249.346,iot37,10.0.0.37,flood,srv2,srv2,none,success,116.7,,False
zero_trust,249.359,iot37,10.0.0.37,flood,srv2,srv2,none,success,114.13,,False
zero_trust,249.465,iot6,10.0.0.6,none,srv2,srv2,none,success,85.13,,True
zero_trust,249.466,iot37,10.0.0.37,flood,srv2,srv2,none,success,158.49,,True
zero_trust,249.647,iot10,10.0.0.10,none,srv7,srv7,none,success,100.37,,True
zero_trust,249.667,iot24,10.0.0.24,none,srv4,srv4,none,success,90.84,,True
zero_trust,249.714,iot2,10.0.0.2,none,srv7,srv7,none,success,90.2,,True
zero_trust,249.72,iot11,10.0.0.11,none,srv7,srv7,none,success,90.69,,True
zero_trust,249.777,iot37,10.0.0.37,flood,srv4,srv4,none,success,106.36,,False
zero_trust,249.789,iot37,10.0.0.37,flood,srv7,srv7,none,success,120.15,,False
zero_trust,249.792,iot33,10.0.0.33,none,srv4,srv4,none,success,105.22,,True
zero_trust,249.806,iot18,10.0.0.18,none,srv4,srv4,none,success,108.02,,True
zero_trust,249.826,iot17,10.0.0.17,none,srv5,srv5,none,success,100.88,,True
zero_trust,249.846,iot5,10.0.0.5,none,srv7,srv7,none,success,103.62,,True
zero_trust,249.88,iot21,10.0.0.21,none,srv7,srv7,none,success,75.81,,True
zero_trust,249.886,iot37,10.0.0.37,flood,srv5,srv5,none,success,71.15,,True
zero_trust,249.901,iot22,10.0.0.22,none,srv4,srv4,none,success,116.71,,True
zero_trust,249.912,iot14,10.0.0.14,none,srv4,srv4,none,success,101.54,,True
zero_trust,249.932,iot19,10.0.0.19,none,srv7,srv7,none,success,75.68,,True
zero_trust,250.012,iot25,10.0.0.25,none,srv7,srv7,none,success,102.82,,True
zero_trust,250.036,iot32,10.0.0.32,none,srv7,srv7,none,success,120.38,,True
zero_trust,250.04,iot28,10.0.0.28,none,srv7,srv7,none,success,102.19,,True
